input_text	target_text
black nationalism	블랙내셔널리즘
Cross County	크로스 카운티
engine	엔진
William	윌리엄
captain	캡틴
Calumet	캘러멧
Moorhead	무어헤드
baiera	바이에라
merit promotion program	메리트프로모션프로그램
Elston	엘스턴
tumbling	텀블링
claim	클레임
Carl's Corner	칼스코너
astile	아스타일
Hillman	힐먼
Rubicon	루비콘
Sussex	서식스
paper chromatography	페이퍼크로마토그래피
diose	디오스
Sigismund	지기스문트
Pontryagin	폰트랴긴
Buttermilk	버터밀크
Pineville	파인빌
Madeleine	매들린
Auglaize	오글레이즈
bighorn	빅혼
Smyrna	스머나
Kindred	킨드레드
Irene	아이린
China	차이나
pound	파운드
Lippmann	리프만
Leonard	레너드
emitter	이미터
Five Corners	파이브 코너스
Catoosa	카투사
Lyme	라임
Auxerre	오세르
Philadelphia Flyers	필라델피아 플라이어스
Bureau County	뷰로 카운티
East Mountain	이스트마운틴
Lacona	라코나
slab	슬래브
Kelly	켈리
Wethersfield	웨더스필드
worm	웜
Calera	칼레라
Dearborn County	디어본 카운티
McCaysville	맥케이즈빌
Aspen	애스펀
polyethylene glycol	폴리에틸렌글리콜
Amanpour	아만푸어
Mickey Mouse	미키마우스
Cejudo	세후도
Durkheim	뒤르켐
jet ski	제트스키
Prince Andrew	앤드루 왕자
Simpson	심슨
Weed	위드
Henderson County	헨더슨 카운티
Wataga	와타가
Marysville	메리스빌
COBOL	코볼
Hinkley	힝클리
South Salt Lake	사우스 솔트 레이크
grinding	그라인딩
Mack	맥
Milton-Freewater	밀턴 프리워터
boring machine	보링머신
Alan G. MacDiarmid	앨런 맥더미드
Sloan	슬론
Chautauqua County	셔터쿼 카운티
McAvoy	매커보이
Trion	트라이언
Charles City County	찰스 시티 카운티
Rowe	로우
Presque Isle County	프레스크 아일 카운티
open space	오픈스페이스
Boden	보든
Tiger	타이거
pancratium	판크라티움
spillover	스필오버
Aleksei Vasilievich	알렉세이 바실리예비치
Lyonel	라이오넬
Ann	앤
Springfield	스프링필드
Silo	사일로
Overton	오버턴
ligase	리가아제
Melina	멜리나
Fairbanks North Star Borough	페어뱅크스 노스 스타 버러
bonanzagram	보난자그램
Pisgah	피스가
otter hound	오터하운드
Walker	워커
Mazeppa	머제파
Carpaccio	카르파초
helicopter	헬리콥터
spring camp	스프링캠프
Cardigan	카디건
meal	밀
Toronto	토론토
Phillip Burrows	필립 버로우스
Guizot	기조
Hopewell	호프웰
Salalah	살라라
Kyle	카일
Little Sandy	리틀샌디
Valentine Day	발렌타인 데이
Wilbur By-The-Sea	윌버 바이더씨
Goffstown	고프스타운
Lewiston	루이스턴
Ute	유트
Huntington	헌팅턴
Duncan	던컨
L-size	엘사이즈
Francis	프랜시스
component system	컴포넌트시스템
Grapevine	그레이프바인
posphatide	포스파티드
Born	보른
planetarium	플라네타륨
Springfield	스프링필드
Thornhill	손힐
woofer	우퍼
vitamin E	비타민 이
Cheyenne	샤이엔
Kotzebue	코체부
Elsmere	엘스미어
chromomycin	크로모마이신
Cleburne County	클리번 카운티
Europe Russia	유럽 러시아
hymo	하이모
Queenstown	퀸스타운
model house	모델하우스
scarf	스카프
tephrite	테프라이트
Lubbock	러벅
snack	스낵
Winnett	위넛
Brooke	브룩
James	제임스
lifestyle	라이프스타일
Aspermont	애스퍼몬트
Seven Points	세븐포인츠
Harlowe	할로위
Dedham	데덤
Schopenhauer	쇼펜하우어
overlock	오버로크
edge ball	에지볼
Wood	우드
rubber cement	러버시멘트
stylist	스타일리스트
Saline	설린
Highlands	하이랜즈
Niobrara	나이오브래라
Beaty	비티
VICKI	비키
Maple Valley	메이플밸리
McKenney	맥케니
UNKRA	운크라
Blasis	블라시스
Smith County	스미스 카운티
Bly	블라이
Castle	캐슬
Cedarville	시더빌
Zinc	징크
double date	더블데이트
birdie	버디
Paderborn	파더보른
aerial	에어리얼
Boynton	보인턴
Joseph	조지프
Pierson	피어슨
Plesac	플리색
Dublin	더블린
Beattie	비티
schooner	스쿠너
Manhattan	맨해튼
Nokomis	너코미스
Springfield	스프링필드
Columbia	컬럼비아
Patton	패튼
velvet silk	벨벳 실크
Johannsen	요한센
German Valley	저먼밸리
Megan	메건
engineer	엔지니어
Morgan	모건
Bagley	배글리
Otey	오티
gauging	게이징
Ava	에이바
Blair	블레어
Diu	디우
Hamilton Island	해밀턴 아일랜드
Goshen	고센
Gustine	거스틴
Narses	나르세스
Red Creek	레드 크리크
St. Johns	세인트존스
Rahway	로웨이
Sketch Book	스케치 북
outsider	아웃사이더
Cameroon	카메룬
Valdez	밸디즈
nest	네스트
radio control	라디오컨트롤
Portia	포셔
Darvis	다비스
Julie	줄리
glide path	글라이드패스
Jo	조
lindane	린덴
Telluride	텔류라이드
logo	로고
Elko	엘코
Boris Pasternak	보리스 파스테르나크
stand-off	스탠드오프
Elna	엘나
course line	코스라인
handsome	핸섬
Lowpoint	로포인트
Hearst	허스트
NNW	엔엔더블유
manager	매니저
dome skirt	돔스커트
Baron	배런
Zeuxis	제욱시스
Coweta County	코웨타 카운티
Richland Springs	리칠랜드스프링스
boring bite	보링바이트
Alamo	앨러모
Bolton	볼턴
Kress	크레스
nine	나인
Drieu La Rochelle	드리외라로셸
Bernanke	버냉키
Cooke	쿡
Michael Kenneth	마이클 케네스
Starkeytown	스타키타운
Denise	데니즈
s	에스
Dougherty	도허티
Oakwood	오크우드
Mark	마크
Culpeper County	컬페퍼 카운티
Bourne	본
Texas hit	텍사스히트
memo	메모
Felton	펠턴
Ellen	엘런
Vigo County	비고 카운티
Americanism	아메리카즘
Morgan	모건
Garret	개럿
double dribble	더블드리블
Rosemont	로즈먼트
Hutchins	허친스
Sentinel	센티넬
Fria	프리아
Coubertin	쿠베르탱
Ruth Bader	루스 베이더
Mortimer	모티머
dry dock	드라이독
columnist	칼럼니스트
George	조지
Christchurch	크라이스트처치
MOBS	엠오비에스
nonstop	논스톱
Srivijaya	스리비자야
Buzz	버즈
Chanel	샤넬
eastern grip	이스턴그립
Athanasius	아타나시우스
Mustang Ridge	머스탱리지
knit	니트
Malamud	맬러머드
Donalsonville	도널슨빌
Harding	하딩
Galateia	갈라테이아
Bethany	베서니
Rawlins	롤린스
Lively	라이블리
taboo	터부
magnister	마그니스터
John Denham	존 데넘
Kaufman	코프먼
Ercan	에르칸
Hoxha	호자
Nevada	네바다
Wiley	윌리
Deep Impact	디프 임팩트
Talladega Springs	탤러디가스프링스
Smetana	스메타나
Eureka	유레카
DO	디오
medicine	메디신
Neligh	넬리
Comfrey	콤프리
Sienkiewicz	시엔키에비치
Cavalcanti	카발칸티
Burkhardt	버크하트
Cerrogordo	케로고도
helicopter	헬리콥터
Cass County	캐스 카운티
referee position	레퍼리포지션
cold strip mill	콜드스트립밀
Oak Creek	오크 크리크
Collinsville	콜린스빌
language	랭귀지
Pepper	페퍼
Richland County	리칠랜드 카운티
Dubois	두보이스
Shiawassee County	시아와시 카운티
community	커뮤니티
home automation	홈오토메이션
einsteinium	아인시타이늄
Kurt Furgler	쿠르트 푸르글러
Point Hope	포인트 호프
chimpanzee	침팬지
New Berlin	뉴벌린
Council Bluffs	카운실블러프스
Gervinus	게르비누스
Chartism	차티즘
Multan	물탄
Scofield	스코필드
Letterbox	레터복스
North Wildwood	노스와일드우드
Deucalion	데우칼리온
Calhoun County	캘훈 카운티
Red Deer	레드디어
operation	오퍼레이션
Perry County	페리 카운티
jacobinia	야코비니아
Lyme	라임
Zulu	줄루
Creek	크리크
Park Chan-wook	박찬욱
NC	엔시
Diana	다이애나
Roosevelt	루스벨트
Strabane	스트러밴
Rolla	롤라
Kawerau	카웨라우
Everglades City	에버글레이즈 시티
original key	오리지널키
Digital Signage	디지털 사이니지
Neil deGrasse	닐 더그래스
journey	저니
Grayson	그레이슨
Stephen	스티븐
Hughes County	휴스 카운티
Ste. Genevieve County	생트 주느비에브 카운티
Jersey	저지
Lex	렉스
Loving County	러빙 카운티
Mark Twain	마크 트웨인
Wolfenbarger	울펀바거
Reed	리드
Mystic	미스틱
Fitz	피츠
Simpson	심슨
Anselm	안젤름
Daniel C. Tsui	대니얼 추이
Cnut	크누트
Gryphius	그리피우스
Carly	칼리
dog-leg	도그레그
spare tire	스페어타이어
John Prescott	존 프레스콧
Lie	리
Walnut Hill	월넛 힐
Sigismund	지기스문트
Goldfield	골드필드
Canby	캔비
text	텍스트
Georgina	조지나
Iron Mountain	아이언 마운틴
Octavia	옥타비아
Gordon	고든
Kenny	케니
Irving	어빙
Bloomsbury group	블룸즈버리그룹
canvas	캔버스
Standish	스탠디쉬
Scooba	스쿠바
altvore	알트보어
Morrison	모리슨
carbide	카바이드
Maria	마리아
Balch	볼치
PENNY	페니
Claisen flask	클라이젠플라스크
jump ball	점프볼
Broken Bow	브로큰보
okra	오크라
Gates	게이츠
Northwood	노스우드
Ottertail	오터테일
Cook	쿡
Newport News	뉴포트 뉴스
Eighty Eight	에이티 에이트
De Kalb	디캘브
Werner	베르너
Mark	마크
Baucus	보커스
Crook County	크룩 카운티
Orgas	오르가스
no game	노게임
nude stocking	누드스타킹
time end	타임엔드
Enid	이너드
Schacht	샥트
wash	워시
Paterson	패터슨
Carl Thomas	칼 토머스
Sirius	시리우스
dolphin	돌핀
Krupp	크루프
Ocie	오시
Millay	밀레이
mascot	마스코트
Dale	데일
Annsville	앤즈빌
Everton	에버턴
communalism	커뮤널리즘
Glenys	글레니스
Bisbee	비즈비
local	로컬
Thibodaux	티보도
Wingate	윈게이트
Thorne Bay	손 베이
gentry	젠트리
Boynton Beach	보인턴비치
Nash	내시
Carleton Gajdusek	칼턴 가이듀섹
Manhattan	맨해튼
West Plains	웨스트 플레인스
Dairyland	데어리랜드
Cookstown	쿡스타운
Aurangzeb	아우랑제브
Arnold Daniel	아널드 대니얼
Perry County	페리 카운티
Florence	플로렌스
Southwest Ranches	사우스웨스트 랜치스
Siloam	실로암
Brooklyn Center	브루클린 센터
Davis	데이비스
Street	스트리트
Blue Island	블루 아일랜드
paraxanthine	파라크산틴
Delavan	델러밴
tripping	트리핑
Fenton	펜턴
pulverizer	펄버라이저
store	스토어
Manchester United	맨체스터 유나이티드
underground	언더그라운드
Ava	에이바
afterburner	애프터버너
bro	브로
Stavropol	스트라브로폴
Eagle Point	이글 포인트
Hopkins County	홉킨스 카운티
Anti-Lebanon	안티레바논
Frances	프랜시스
Abram	아브람
Circle	서클
computer tomography	컴퓨터토모그래피
Spiro	스파이로
Anne	앤
Rowan	로완
Keewatin	키웨이틴
Eddyville	에디빌
LP gas	엘피가스
Horton	호턴
Whitehall	화이트홀
Randolph County	랜돌프 카운티
Trussville	트러스빌
Weaverville	위버빌
back-space	백스페이스
mannequin	마네킹
Shelby	셸비
Kenneth Bancroft	케네스 밴크로프트
Orleans	올리언스
Mekoryuk	메코륙
Sorel	소렐
CRT display	시아르티 디스플레이
Ovilla	오빌라
Echols	에컬스
Snowden	스노든
oven	오븐
Durbin	더빈
influenza virus	인플루엔자바이러스
South Plainfield	사우스플레인필드
Brookville	브룩빌
Schram City	슈람시티
Ralston	랠스턴
Des Moines	디모인
Alan Blinder	앨런 블라인더
De Graff	드 그라프
Garrett	가레트
Maine	메인
ferrotungsten	페로텅스텐
nanoamp	나노앰프
BonAir	본에어
Babbitt metal	배빗메탈
Canning	캐닝
Billings	빌링스
Reeves	리브스
Moniz	모니즈
Waldteufel	발퇴펠
WCL	더블유시엘
situation comedy	시추에이션 코미디
Stanislaus County	스타니슬라오 카운티
Orting	오팅
Stanfield	스탠필드
Villard	빌라드
MDS	엠디에스
Bordentown	보든타운
JOAN	조앤
cowboy	카우보이
handball	핸드볼
sequential access	시퀜셜액세스
multicube	멀티큐브
Cruz	크루즈
Drogheda	드로이다
Covington County	코빙턴 카운티
Grover	그로버
Olbia	올비아
Florala	플로랄라
simulator	시뮬레이터
Smyrna	스머나
Gabe	게이브
nice	나이스
Clearwater County	클리어워터 카운티
Fairfield County	페어필드 카운티
cubit	큐빗
Hickory Hill	히코리 힐
caraway	캐러웨이
Gilfillan	길필런
Wieschaus	비샤우스
Socotra	소코트라
mail	메일
check list	체크리스트
Rustic	러스틱
Lyle	라일
Aegeus	아이게우스
sir Alec	앨릭
Guston	거스턴
Sandy Springs	샌디 스프링스
decibel	데시벨
McLoughlin	매클로플린
Wyndham	윈덤
Daniels	대니얼스
Porthill	포트힐
Secretary	세크러테리
Chockie	초키
Waldo	왈도
utility	유틸리티
main pole	메인폴
Lytton	리턴
Houston	휴스턴
Carbonado	카보나도
remain	리메인
Houston County	휴스턴 카운티
Gully	걸리
leptocephalus	렙토세팔루스
Okudzhava	오쿠자바
Yellowstone	옐로스톤
Hartsville	하츠빌
Tunbridge	턴브리지
Ledford	레드퍼드
rightsizing	라이트사이징
Schubert	슈베르트
Blasticidin S	블라스티시딘에스
Freyburg	프레이버그
Saint-John Perse	생존 페르스
Norfolk County	노퍽 카운티
Sinton	신턴
Alto Pass	앨토패스
Smithville	스미스빌
Ernesto	어네스토
Lee County	리 카운티
Monte Sereno	몬테 세레노
Cameron	캐머런
Rowlett	롤렛
Alaska	알래스카
Mark	마크
cable	케이블
Gregory	그레고리
bora	보라
Concord	콩코드
Wilkes-Barre	윌크스배러
passed ball	패스트볼
Marat	마라
Roosevelt	루스벨트
Decorah	데코라
head tank	헤드탱크
Jericho	제리코
sulfametizole	술파메티졸
Mount Shasta	마운트 샤스타
Valdez	밸디즈
sliding	슬라이딩
Wenham	웬햄
Knowles	놀스
Charlton Athletic	찰턴 애슬레틱
Bebee	비비
ageratum	아게라툼
Moore	무어
Alleghany County	앨러게니 카운티
ABC	에이비시
cross belt	크로스벨트
lamella	라멜라
Hanon	아농
Kalispell	칼리스펠
piccolo-flute	피콜로플루트
Birch Tree	버치 트리
George Frost	조지 프로스트
body painting	보디페인팅
ASEAN	아세안
Reading	리딩
Little Black	리틀 블랙
naphthol	나프톨
Demian	데미안
Germantown	저먼타운
Gunnison County	거니슨 카운티
ELLA	엘라
Countryside	컨트리사이드
RAMDAC	램댁
Mississippi	미시시피
unbind	언바인드
Roaring Springs	로링스프링스
Schleswig	슐레스비히
Ore City	오어시티
Stettin	스테틴
Kingston	킹스톤
Wayne	웨인
new look	뉴룩
Haggard	해거드
Amy	에이미
Aepyornis	아이피오르니스
Fairland	페어랜드
Springdale	스프링데일
Peter W	피터
valine	발린
Fils-Aime	피세메
Yoder	요더
Orange	오렌지
Hinsdale	힌즈데일
circarama	서커라마
Feilding	페일딩
Botswana	보츠와나
Montverde	몬트버디
Westfield	웨스트필드
amynodon	아미노돈
underhand pass	언더핸드패스
telemer	텔레머
markkaa	마르카
Earlton	얼튼
Gog	곡
Dewey Beach	듀이 비치
Vineburg	바인버그
Doral	도럴
rheumatism	류마티즘
Dulzura	둘주라
Rebecca	리베카
banker	뱅커
Kennelly	케널리
Baker	베이커
Preemption	프리엠프션
Lynn County	린 카운티
Hampson	햄프슨
Viola	비올라
scouring	스코어링
Columbus	컬럼버스
trichlene	트리클렌
Beethoven	베토벤
durango	듀랑고
imagism	이미지즘
Tiger	타이거
Scotts Hill	스코츠힐
merit	메리트
shrub	슈러브
Otello	오텔로
Johnson	존슨
Michelangelo	미켈란젤로
closed mortgage	클로즈드모기지
Jordan	조르당
CPI	시피아이
North Topsail Beach	노스 톱세일 비치
Brayton	브레이턴
auto camping	오토캠핑
Inverness	인버네스
Agate Beach	아게이트 비치
Garden City	가든시티
Paul	폴
McLennan County	맥레넌 카운티
Bismarck	비스마르크
Larisa	라리사
Salt Lake City	솔트레이크시티
consequent	콘시퀀트
Cherry Hills Village	체리힐스 빌리지
Ione	아이온
Rowland-Smith	롤런드스미스
Hecate	헤카테
circular mil	서큘러밀
Kenya	케냐
North Richland Hills	노스리칠랜드힐스
John	존
leek	리크
Burnet	버넷
Siam	시암
hardhead	하드헤드
Votaw	보토
Silver Grove	실버 그로브
Blanco	블랭코
IDA	아이디에이
Williamstown	윌리엄스타운
Hawthorne	호손
Mahe	마헤이
job	잡
Thames	템스
Jeffrey Howard Archer	제프리 하워드 아처
phaeton	페이튼
empire cloth	엠파이어클로스
Harold Clayton Urey	해럴드 클레이턴 유리
Norman Ernest Borlaug	노먼 어니스트 볼로그
Saint Paul	세인트폴
ABC	에이비시
John	존
Middlesex	미들섹스
Carey	케리
Sweetwater	스위트워터
new glass	뉴글라스
high speed steel	하이스피드스틸
Belgium	벨지움
Wellington	웰링턴
Polk County	포크 카운티
Simpson	심슨
Corinna	코리나
City and Borough of Juneau	주노
thymol blue	티몰블루
getter	게터
simple	심플
Queen Creek	퀸크리크
Lisle	라일
Felton	펠턴
Oak Hill	오크 힐
Martin David	마틴 데이비드
counterpoint	카운터포인트
Brookport	브룩포트
Elster	엘스터
column	칼럼
NOR	노어
Joc	족
Yogjakarta	요그야카르타
Gert	거트
self-service	셀프서비스
Green Bay	그린베이
Princeton	프린스턴
Bush	부시
Chu	추
Maysville	메이즈빌
on parade	온 퍼레이드
Noble	노블
David	데이비드
radar site	레이더사이트
Kael	케일
Blaine	블레인
Cazadero	카자데로
Cathlamet	캐슬라메트
Sedalia	세달리아
tetraethyl	테트라에틸
College Park	칼리지 파크
Williams County	윌리엄스 카운티
Ione	아이온
Joliette	졸리엣
George	조지
twitter	트위터
CCU	시시유
compress	콤프레스
Pence	펜스
Jamestown	제임스타운
ice	아이스
