prefix	input_text	target_text
eng to kor	Ivor	아이버
kor to eng	아이버	Ivor
eng to kor	Stone Mountain	스톤 마운틴
kor to eng	스톤 마운틴	Stone Mountain
eng to kor	ECU	에큐
kor to eng	에큐	ECU
eng to kor	Coats	코츠
kor to eng	코츠	Coats
eng to kor	winch	윈치
kor to eng	윈치	winch
eng to kor	Farris	패리스
kor to eng	패리스	Farris
eng to kor	chicken	치킨
kor to eng	치킨	chicken
eng to kor	Smithville	스미스빌
kor to eng	스미스빌	Smithville
eng to kor	Shufeldt	슈펠트
kor to eng	슈펠트	Shufeldt
eng to kor	Aktau	악타우
kor to eng	악타우	Aktau
eng to kor	Maskell	매스컬
kor to eng	매스컬	Maskell
eng to kor	swordtail	소드테일
kor to eng	소드테일	swordtail
eng to kor	Camp David	캠프데이비드
kor to eng	캠프데이비드	Camp David
eng to kor	Oceanport	오션포트
kor to eng	오션포트	Oceanport
eng to kor	dressmaker	드레스메이커
kor to eng	드레스메이커	dressmaker
eng to kor	Berryman	베리먼
kor to eng	베리먼	Berryman
eng to kor	all-court press	올코트프레스
kor to eng	올코트프레스	all-court press
eng to kor	damping	댐핑
kor to eng	댐핑	damping
eng to kor	Josh	조시
kor to eng	조시	Josh
eng to kor	gag	개그
kor to eng	개그	gag
eng to kor	Montpelier	몬트필리어
kor to eng	몬트필리어	Montpelier
eng to kor	Charleston	찰스턴
kor to eng	찰스턴	Charleston
eng to kor	Taejoon	태준
kor to eng	태준	Taejoon
eng to kor	puncher	펀처
kor to eng	펀처	puncher
eng to kor	Racine	라신
kor to eng	라신	Racine
eng to kor	Rhodes	로즈
kor to eng	로즈	Rhodes
eng to kor	Hukbalahap	후크발라합
kor to eng	후크발라합	Hukbalahap
eng to kor	Bullitt	불릿
kor to eng	불릿	Bullitt
eng to kor	Whitacre	휘태커
kor to eng	휘태커	Whitacre
eng to kor	refrain	리프레인
kor to eng	리프레인	refrain
eng to kor	Mackinley	매킨리
kor to eng	매킨리	Mackinley
eng to kor	project	프로젝트
kor to eng	프로젝트	project
eng to kor	Pickett	피케트
kor to eng	피케트	Pickett
eng to kor	Throckmorton County	스록모턴 카운티
kor to eng	스록모턴 카운티	Throckmorton County
eng to kor	Alcolu	알콜루
kor to eng	알콜루	Alcolu
eng to kor	telpher	텔퍼
kor to eng	텔퍼	telpher
eng to kor	Tokio	토키오
kor to eng	토키오	Tokio
eng to kor	Simpsonville	심프슨빌
kor to eng	심프슨빌	Simpsonville
eng to kor	Red River County	레드 리버 카운티
kor to eng	레드 리버 카운티	Red River County
eng to kor	balsa	발사
kor to eng	발사	balsa
eng to kor	Pike	파이크
kor to eng	파이크	Pike
eng to kor	Herington	헤링턴
kor to eng	헤링턴	Herington
eng to kor	multicodec	멀티코덱
kor to eng	멀티코덱	multicodec
eng to kor	Correia	코레이아
kor to eng	코레이아	Correia
eng to kor	Yampi Sound	얌피사운드
kor to eng	얌피사운드	Yampi Sound
eng to kor	Melrose	멜로즈
kor to eng	멜로즈	Melrose
eng to kor	Forssmann	포르스만
kor to eng	포르스만	Forssmann
eng to kor	Lenny	레니
kor to eng	레니	Lenny
eng to kor	Cuernavaca	쿠에르나바카
kor to eng	쿠에르나바카	Cuernavaca
eng to kor	Blantyre	블랜타이어
kor to eng	블랜타이어	Blantyre
eng to kor	GeorgeMarshall	조지마셜
kor to eng	조지마셜	GeorgeMarshall
eng to kor	Strafford County	스트래퍼드 카운티
kor to eng	스트래퍼드 카운티	Strafford County
eng to kor	Agricola	아그리콜라
kor to eng	아그리콜라	Agricola
eng to kor	involute	인벌류트
kor to eng	인벌류트	involute
eng to kor	Atlas	애틀라스
kor to eng	애틀라스	Atlas
eng to kor	Klein	클라인
kor to eng	클라인	Klein
eng to kor	Hypoluxo	히포룩소
kor to eng	히포룩소	Hypoluxo
eng to kor	Calabash	캘러배쉬
kor to eng	캘러배쉬	Calabash
eng to kor	saber	세이버
kor to eng	세이버	saber
eng to kor	Moorhead	무어헤드
kor to eng	무어헤드	Moorhead
eng to kor	peewee golf	피위골프
kor to eng	피위골프	peewee golf
eng to kor	Craig Mottram	크레이그 모트램
kor to eng	크레이그 모트램	Craig Mottram
eng to kor	North High Shoals	노스 하이 숄스
kor to eng	노스 하이 숄스	North High Shoals
eng to kor	Johnstown	존스타운
kor to eng	존스타운	Johnstown
eng to kor	Ledecky	러데키
kor to eng	러데키	Ledecky
eng to kor	water spray	워터 스프레이
kor to eng	워터 스프레이	water spray
eng to kor	Sanchez	샌체즈
kor to eng	샌체즈	Sanchez
eng to kor	coin	코인
kor to eng	코인	coin
eng to kor	LINE	라인
kor to eng	라인	LINE
eng to kor	River Falls	리버폴스
kor to eng	리버폴스	River Falls
eng to kor	Tate County	테이트 카운티
kor to eng	테이트 카운티	Tate County
eng to kor	Clark County	클라크 카운티
kor to eng	클라크 카운티	Clark County
eng to kor	bulldozer	불도저
kor to eng	불도저	bulldozer
eng to kor	Matt	맷
kor to eng	맷	Matt
eng to kor	Coles County	콜스 카운티
kor to eng	콜스 카운티	Coles County
eng to kor	Simplon	심플론
kor to eng	심플론	Simplon
eng to kor	Springtown	스프링타운
kor to eng	스프링타운	Springtown
eng to kor	Olivia	올리비아
kor to eng	올리비아	Olivia
eng to kor	Campbell	캠벨
kor to eng	캠벨	Campbell
eng to kor	Sunnyvale	서니베일
kor to eng	서니베일	Sunnyvale
eng to kor	Clay County	클레이 카운티
kor to eng	클레이 카운티	Clay County
eng to kor	Starke	스타키
kor to eng	스타키	Starke
eng to kor	North Andover	노스 앤도버
kor to eng	노스 앤도버	North Andover
eng to kor	Casa Blanca	카사 블랑카
kor to eng	카사 블랑카	Casa Blanca
eng to kor	Hilo	힐로
kor to eng	힐로	Hilo
eng to kor	gyroscope	자이로스코프
kor to eng	자이로스코프	gyroscope
eng to kor	Independence	인디펜던스
kor to eng	인디펜던스	Independence
eng to kor	Bellingham	벨링햄
kor to eng	벨링햄	Bellingham
eng to kor	Lincoln Center	링컨센터
kor to eng	링컨센터	Lincoln Center
eng to kor	Beaumont	보몬트
kor to eng	보몬트	Beaumont
eng to kor	Palos Hills	팔로스힐스
kor to eng	팔로스힐스	Palos Hills
eng to kor	Boone	분
kor to eng	분	Boone
eng to kor	Wellpinit	웰피니트
kor to eng	웰피니트	Wellpinit
eng to kor	mitochondria	미토콘드리아
kor to eng	미토콘드리아	mitochondria
eng to kor	Brownsboro	브라운즈버러
kor to eng	브라운즈버러	Brownsboro
eng to kor	Wamego	와미고
kor to eng	와미고	Wamego
eng to kor	Fisher	피셔
kor to eng	피셔	Fisher
eng to kor	Benton County	벤턴 카운티
kor to eng	벤턴 카운티	Benton County
eng to kor	Prattville	프랫빌
kor to eng	프랫빌	Prattville
eng to kor	Montezuma	몬테주마
kor to eng	몬테주마	Montezuma
eng to kor	Baird	베어드
kor to eng	베어드	Baird
eng to kor	Shady	셰이디
kor to eng	셰이디	Shady
eng to kor	Longs	롱스
kor to eng	롱스	Longs
eng to kor	ST link	에스티링크
kor to eng	에스티링크	ST link
eng to kor	Barbara McClintock	바버라 매클린톡
kor to eng	바버라 매클린톡	Barbara McClintock
eng to kor	Mel	멜
kor to eng	멜	Mel
eng to kor	Jamestown	제임스타운
kor to eng	제임스타운	Jamestown
eng to kor	Broom	브룸
kor to eng	브룸	Broom
eng to kor	Fairbanks	페어뱅크스
kor to eng	페어뱅크스	Fairbanks
eng to kor	fashion model	패션모델
kor to eng	패션모델	fashion model
eng to kor	Morton County	모턴 카운티
kor to eng	모턴 카운티	Morton County
eng to kor	Visalia	비살리아
kor to eng	비살리아	Visalia
eng to kor	Shallow Water	섈로우 워터
kor to eng	섈로우 워터	Shallow Water
eng to kor	Tecumseh	테컴시
kor to eng	테컴시	Tecumseh
eng to kor	Chattooga	처투가
kor to eng	처투가	Chattooga
eng to kor	information	인포메이션
kor to eng	인포메이션	information
eng to kor	Tylor	타일러
kor to eng	타일러	Tylor
eng to kor	Wappapello	왑파펠로
kor to eng	왑파펠로	Wappapello
eng to kor	Eveleth	에벌리스
kor to eng	에벌리스	Eveleth
eng to kor	Luana	루애나
kor to eng	루애나	Luana
eng to kor	Berger	베르거
kor to eng	베르거	Berger
eng to kor	Ottawa	오타와
kor to eng	오타와	Ottawa
eng to kor	Temple City	템플시티
kor to eng	템플시티	Temple City
eng to kor	Jacobson	제이컵슨
kor to eng	제이컵슨	Jacobson
eng to kor	Hepzibah	헵시바
kor to eng	헵시바	Hepzibah
eng to kor	pajama	파자마
kor to eng	파자마	pajama
eng to kor	Flora	플로라
kor to eng	플로라	Flora
eng to kor	Franklin	프랭클린
kor to eng	프랭클린	Franklin
eng to kor	Scott	스콧
kor to eng	스콧	Scott
eng to kor	Butler	버틀러
kor to eng	버틀러	Butler
eng to kor	Dartmouth	다트머스
kor to eng	다트머스	Dartmouth
eng to kor	Marin City	마린 시티
kor to eng	마린 시티	Marin City
eng to kor	Beulah	뷸라
kor to eng	뷸라	Beulah
eng to kor	masurium	마수륨
kor to eng	마수륨	masurium
eng to kor	Jefferson County	제퍼슨 카운티
kor to eng	제퍼슨 카운티	Jefferson County
eng to kor	Fobes Hill	포브스 힐
kor to eng	포브스 힐	Fobes Hill
eng to kor	Colonial Beach	콜로니얼 비치
kor to eng	콜로니얼 비치	Colonial Beach
eng to kor	nate	네이트
kor to eng	네이트	nate
eng to kor	Gila	길라
kor to eng	길라	Gila
eng to kor	Matamata	마타마타
kor to eng	마타마타	Matamata
eng to kor	New Windsor	뉴윈저
kor to eng	뉴윈저	New Windsor
eng to kor	Valley	밸리
kor to eng	밸리	Valley
eng to kor	Edwards County	에드워즈 카운티
kor to eng	에드워즈 카운티	Edwards County
eng to kor	Joplin	졸린
kor to eng	졸린	Joplin
eng to kor	gooseberry	구스베리
kor to eng	구스베리	gooseberry
eng to kor	Knox	녹스
kor to eng	녹스	Knox
eng to kor	hunting cap	헌팅캡
kor to eng	헌팅캡	hunting cap
eng to kor	Mignard	미냐르
kor to eng	미냐르	Mignard
eng to kor	Severini	세베리니
kor to eng	세베리니	Severini
eng to kor	Chatfield	챗필드
kor to eng	챗필드	Chatfield
eng to kor	Golding	골딩
kor to eng	골딩	Golding
eng to kor	Catron County	카트론 카운티
kor to eng	카트론 카운티	Catron County
eng to kor	Billings	빌링스
kor to eng	빌링스	Billings
eng to kor	San Joaquin County	샌와킨 카운티
kor to eng	샌와킨 카운티	San Joaquin County
eng to kor	Battle Ground	배틀 그라운드
kor to eng	배틀 그라운드	Battle Ground
eng to kor	pea coat	피코트
kor to eng	피코트	pea coat
eng to kor	methyl ether	메틸에테르
kor to eng	메틸에테르	methyl ether
eng to kor	atom	애톰
kor to eng	애톰	atom
eng to kor	El Dorado Springs	엘더레이도스프링스
kor to eng	엘더레이도스프링스	El Dorado Springs
eng to kor	Archimedes	아르키메데스
kor to eng	아르키메데스	Archimedes
eng to kor	quark	쿼크
kor to eng	쿼크	quark
eng to kor	Centaurus	켄타우루스
kor to eng	켄타우루스	Centaurus
eng to kor	dropped shoulder	드롭트숄더
kor to eng	드롭트숄더	dropped shoulder
eng to kor	Indian club	인디언클럽
kor to eng	인디언클럽	Indian club
eng to kor	Madison	매디슨
kor to eng	매디슨	Madison
eng to kor	hot corner	핫코너
kor to eng	핫코너	hot corner
eng to kor	Columbia County	컬럼비아 카운티
kor to eng	컬럼비아 카운티	Columbia County
eng to kor	Commonwealth	커먼웰스
kor to eng	커먼웰스	Commonwealth
eng to kor	mat work	매트워크
kor to eng	매트워크	mat work
eng to kor	Petal	페탈
kor to eng	페탈	Petal
eng to kor	course	코스
kor to eng	코스	course
eng to kor	Des Lacs	드 라크
kor to eng	드 라크	Des Lacs
eng to kor	Libuse	리부셰
kor to eng	리부셰	Libuse
eng to kor	Barry	배리
kor to eng	배리	Barry
eng to kor	Craig	크레이그
kor to eng	크레이그	Craig
eng to kor	Westsound	웨스트사운드
kor to eng	웨스트사운드	Westsound
eng to kor	spinthariscope	스핀새리스코프
kor to eng	스핀새리스코프	spinthariscope
eng to kor	Yelvington	옐빙턴
kor to eng	옐빙턴	Yelvington
eng to kor	Little Rice	리틀 라이스
kor to eng	리틀 라이스	Little Rice
eng to kor	Ware	웨어
kor to eng	웨어	Ware
eng to kor	Hagerstown	해거스타운
kor to eng	해거스타운	Hagerstown
eng to kor	Swift Current	스위프트커런트
kor to eng	스위프트커런트	Swift Current
eng to kor	Porterdale	포터데일
kor to eng	포터데일	Porterdale
eng to kor	family size	패밀리사이즈
kor to eng	패밀리사이즈	family size
eng to kor	contingency plan	컨틴전시플랜
kor to eng	컨틴전시플랜	contingency plan
eng to kor	Garrett	개릿
kor to eng	개릿	Garrett
eng to kor	Melbourne	멜버른
kor to eng	멜버른	Melbourne
eng to kor	Wego	위고
kor to eng	위고	Wego
eng to kor	Carmel-by-the-Sea	카멀바이더시
kor to eng	카멀바이더시	Carmel-by-the-Sea
eng to kor	Alden	올던
kor to eng	올던	Alden
eng to kor	Love	러브
kor to eng	러브	Love
eng to kor	Dillon	딜런
kor to eng	딜런	Dillon
eng to kor	Hagemans Crossing	해거먼스 크로싱
kor to eng	해거먼스 크로싱	Hagemans Crossing
eng to kor	White Oak	화이트 오크
kor to eng	화이트 오크	White Oak
eng to kor	Zak	잭
kor to eng	잭	Zak
eng to kor	analyzer	애널라이저
kor to eng	애널라이저	analyzer
eng to kor	Brooks	브룩스
kor to eng	브룩스	Brooks
eng to kor	saponin	사포닌
kor to eng	사포닌	saponin
eng to kor	Angola	앙골라
kor to eng	앙골라	Angola
eng to kor	center	센터
kor to eng	센터	center
eng to kor	Warwick	워릭
kor to eng	워릭	Warwick
eng to kor	Hylton	힐턴
kor to eng	힐턴	Hylton
eng to kor	Whalan	활란
kor to eng	활란	Whalan
eng to kor	Dresden	드레스덴
kor to eng	드레스덴	Dresden
eng to kor	decoder	디코더
kor to eng	디코더	decoder
eng to kor	Lacretelle	라크르텔
kor to eng	라크르텔	Lacretelle
eng to kor	Zephyr	제피르
kor to eng	제피르	Zephyr
eng to kor	Grand Prairie	그랜드프레리
kor to eng	그랜드프레리	Grand Prairie
eng to kor	Walter Leland	월터 릴런드
kor to eng	월터 릴런드	Walter Leland
eng to kor	Boreas	보레아스
kor to eng	보레아스	Boreas
eng to kor	credit card	크레딧카드
kor to eng	크레딧카드	credit card
eng to kor	pyracantha	피라칸타
kor to eng	피라칸타	pyracantha
eng to kor	Prince William County	프린스 윌리엄 카운티
kor to eng	프린스 윌리엄 카운티	Prince William County
eng to kor	Disko	디스코
kor to eng	디스코	Disko
eng to kor	Charles Mix County	찰스 믹스 카운티
kor to eng	찰스 믹스 카운티	Charles Mix County
eng to kor	rush print	러시프린트
kor to eng	러시프린트	rush print
eng to kor	Kane	케인
kor to eng	케인	Kane
eng to kor	Washington	워싱턴
kor to eng	워싱턴	Washington
eng to kor	Springport	스프링포트
kor to eng	스프링포트	Springport
eng to kor	Holdrege	홀드리지
kor to eng	홀드리지	Holdrege
eng to kor	Buffalo	버펄로
kor to eng	버펄로	Buffalo
eng to kor	Lanham	랜햄
kor to eng	랜햄	Lanham
eng to kor	Auckland	오클랜드
kor to eng	오클랜드	Auckland
eng to kor	Mraz	므라즈
kor to eng	므라즈	Mraz
eng to kor	Caton	케이턴
kor to eng	케이턴	Caton
eng to kor	big band	빅밴드
kor to eng	빅밴드	big band
eng to kor	Centerville	센터빌
kor to eng	센터빌	Centerville
eng to kor	Newberry	뉴베리
kor to eng	뉴베리	Newberry
eng to kor	Decatur County	디케이터 카운티
kor to eng	디케이터 카운티	Decatur County
eng to kor	Westmoreland	웨스트모얼랜드
kor to eng	웨스트모얼랜드	Westmoreland
eng to kor	drawn work	드론워크
kor to eng	드론워크	drawn work
eng to kor	Texas	텍사스
kor to eng	텍사스	Texas
eng to kor	computer art	컴퓨터아트
kor to eng	컴퓨터아트	computer art
eng to kor	Swift Current	스위프트커런트
kor to eng	스위프트커런트	Swift Current
eng to kor	Lake Geneva	레이크 제네바
kor to eng	레이크 제네바	Lake Geneva
eng to kor	Doyle	도일
kor to eng	도일	Doyle
eng to kor	Fort Lauderdale	포트로더데일
kor to eng	포트로더데일	Fort Lauderdale
eng to kor	Alcorn County	알콘 카운티
kor to eng	알콘 카운티	Alcorn County
eng to kor	Fowlerton	파울러턴
kor to eng	파울러턴	Fowlerton
eng to kor	St. Agatha	세인트 아가타
kor to eng	세인트 아가타	St. Agatha
eng to kor	Mott	모트
kor to eng	모트	Mott
eng to kor	Rodanthe	로댄스
kor to eng	로댄스	Rodanthe
eng to kor	Kinzer	킨저
kor to eng	킨저	Kinzer
eng to kor	Sagadahoc County	사가다호크 카운티
kor to eng	사가다호크 카운티	Sagadahoc County
eng to kor	Erie County	이리 카운티
kor to eng	이리 카운티	Erie County
eng to kor	Manalapan	머낼러펀
kor to eng	머낼러펀	Manalapan
eng to kor	Jumptown	점프타운
kor to eng	점프타운	Jumptown
eng to kor	garnierite	가니어라이트
